"Jul.Day","YYYY/MM/DD","Wdy","EUR/USD","GBP/USD","JPY/USD","ILS/USD","CHF/USD"
2457025,"2015/01/02","Fri",0.83242,0.65101,120.21,3.9290,1.00051
2457028,"2015/01/05","Mon",0.83905,0.65644,119.65,3.9540,1.00804
2457029,"2015/01/06","Tue",0.83782,0.65896,118.22,3.9465,1.00614
2457030,"2015/01/07","Wed",0.84602,0.66344,119.53,3.9782,1.01612
2457031,"2015/01/08","Thu",0.84674,0.66151,119.52,3.9571,1.01696
2457032,"2015/01/09","Fri",0.84536,0.66004,118.66,3.9458,1.01533
2457035,"2015/01/12","Mon",0.84520,0.65933,118.35,3.9412,1.01506
2457036,"2015/01/13","Tue",0.84906,0.65942,118.18,3.9367,1.01963
2457037,"2015/01/14","Wed",0.84700,0.65649,116.78,3.8951,1.01727
2457038,"2015/01/15","Thu",0.86239,0.65959,116.98,3.9289,0.89492
2457039,"2015/01/16","Fri",0.86830,0.66090,117.51,3.9402,0.84905
2457042,"2015/01/19","Mon",0.86043,0.66078,117.54,3.9130,0.87580
2457043,"2015/01/20","Tue",0.86519,0.65963,118.48,3.9326,0.87528
2457044,"2015/01/21","Wed",0.86332,0.66153,117.85,3.9395,0.85984
2457045,"2015/01/22","Thu",0.87619,0.66439,117.93,3.9499,0.86808
2457046,"2015/01/23","Fri",0.88662,0.66572,117.79,4.0126,0.87610
2457049,"2015/01/26","Mon",0.88580,0.66277,118.43,3.9907,0.89896
2457050,"2015/01/27","Tue",0.87959,0.65814,117.57,3.9428,0.90448
2457051,"2015/01/28","Wed",0.88174,0.65945,117.80,3.9365,0.90586
2457052,"2015/01/29","Thu",0.88432,0.66481,118.28,3.9340,0.92278
2457053,"2015/01/30","Fri",0.88577,0.66550,117.42,3.9298,0.92112
2457056,"2015/02/02","Mon",0.88217,0.66550,117.33,3.9392,0.92649
2457057,"2015/02/03","Tue",0.87251,0.66101,117.51,3.8876,0.92362
2457058,"2015/02/04","Wed",0.87585,0.65755,117.62,3.8927,0.92395
2457059,"2015/02/05","Thu",0.87473,0.65393,117.41,3.8602,0.92515
2457060,"2015/02/06","Fri",0.88258,0.65596,119.15,3.8879,0.92318
2457063,"2015/02/09","Mon",0.88371,0.65720,118.67,3.8803,0.92598
2457064,"2015/02/10","Tue",0.88375,0.65571,119.31,3.8691,0.92642
2457065,"2015/02/11","Wed",0.88536,0.65660,120.33,3.8877,0.92911
2457066,"2015/02/12","Thu",0.87656,0.65025,118.69,3.8871,0.92841
2457067,"2015/02/13","Fri",0.87663,0.64964,118.68,3.8855,0.93111
2457071,"2015/02/17","Tue",0.87759,0.65159,119.03,3.8663,0.93473
2457072,"2015/02/18","Wed",0.88177,0.64812,119.19,3.8656,0.94464
2457073,"2015/02/19","Thu",0.87781,0.64728,118.80,3.8442,0.94749
2457074,"2015/02/20","Fri",0.87947,0.65003,118.65,3.8575,0.94221
2457077,"2015/02/23","Mon",0.88151,0.64672,118.90,3.9093,0.94972
2457078,"2015/02/24","Tue",0.88455,0.64797,119.12,3.9520,0.95174
2457079,"2015/02/25","Wed",0.88009,0.64528,118.84,3.9476,0.94997
2457080,"2015/02/26","Thu",0.89195,0.64833,119.41,3.9525,0.95409
2457081,"2015/02/27","Fri",0.89305,0.64771,119.69,3.9796,0.95132
2457084,"2015/03/02","Mon",0.89376,0.65059,120.07,3.9971,0.95541
2457085,"2015/03/03","Tue",0.89191,0.64976,119.50,3.9783,0.95910
2457086,"2015/03/04","Wed",0.90341,0.65508,119.73,3.9923,0.96419
2457087,"2015/03/05","Thu",0.90871,0.65671,120.25,3.9942,0.97371
2457088,"2015/03/06","Fri",0.92135,0.66390,120.96,4.0307,0.98478
2457091,"2015/03/09","Mon",0.92205,0.66243,121.13,4.0083,0.98738
2457092,"2015/03/10","Tue",0.93398,0.66291,121.24,4.0438,0.99976
2457093,"2015/03/11","Wed",0.94569,0.66915,121.56,4.0329,1.00742
2457094,"2015/03/12","Thu",0.94210,0.67088,121.33,4.0073,1.00348
2457095,"2015/03/13","Fri",0.95027,0.67777,121.13,4.0414,1.00487
2457098,"2015/03/16","Mon",0.94570,0.67568,121.34,4.0066,1.00742
2457099,"2015/03/17","Tue",0.94299,0.67830,121.26,4.0053,1.00425
2457100,"2015/03/18","Wed",0.93967,0.68098,120.94,4.0236,0.99532
2457101,"2015/03/19","Thu",0.94156,0.67906,120.91,4.0316,0.99221
2457102,"2015/03/20","Fri",0.92672,0.67016,120.30,4.0577,0.97658
2457105,"2015/03/23","Mon",0.91518,0.66956,119.77,3.9670,0.96701
2457106,"2015/03/24","Tue",0.91696,0.67260,119.95,3.9183,0.95877
2457107,"2015/03/25","Wed",0.91023,0.67047,119.40,3.9586,0.95753
2457108,"2015/03/26","Thu",0.91591,0.67378,119.00,3.9565,0.96138
2457109,"2015/03/27","Fri",0.91818,0.67212,119.13,3.9609,0.95884
2457112,"2015/03/30","Mon",0.92445,0.67621,120.16,3.9591,0.96811
2457113,"2015/03/31","Tue",0.93100,0.67341,119.99,3.9771,0.97143
2457114,"2015/04/01","Wed",0.92879,0.67465,119.66,3.9673,0.96718
2457115,"2015/04/02","Thu",0.91948,0.67379,119.74,3.9476,0.95791
2457119,"2015/04/06","Mon",0.90857,0.66853,119.04,3.9133,0.95272
2457120,"2015/04/07","Tue",0.92169,0.67313,120.42,3.9382,0.96418
2457121,"2015/04/08","Wed",0.92440,0.67017,119.92,3.9296,0.96364
2457122,"2015/04/09","Thu",0.93720,0.67857,120.27,3.9547,0.97534
2457123,"2015/04/10","Fri",0.94366,0.68277,120.30,3.9870,0.98069
2457126,"2015/04/13","Mon",0.94510,0.68237,120.36,3.9930,0.97804
2457127,"2015/04/14","Tue",0.93693,0.67624,119.29,3.9613,0.97143
2457128,"2015/04/15","Wed",0.94374,0.67660,119.26,3.9804,0.97227
2457129,"2015/04/16","Thu",0.93097,0.67014,119.20,3.9374,0.95854
2457130,"2015/04/17","Fri",0.92763,0.66928,119.08,3.9183,0.95264
2457133,"2015/04/20","Mon",0.92912,0.67055,119.30,3.9393,0.95448
2457134,"2015/04/21","Tue",0.92964,0.66918,119.40,3.9504,0.95288
2457135,"2015/04/22","Wed",0.93220,0.66562,119.86,3.9440,0.96670
2457136,"2015/04/23","Thu",0.92577,0.66464,119.67,3.9323,0.95525
2457137,"2015/04/24","Fri",0.91951,0.65897,118.92,3.9119,0.95322
2457140,"2015/04/27","Mon",0.91816,0.65645,119.14,3.8935,0.95345
2457141,"2015/04/28","Tue",0.91089,0.65250,118.78,3.8566,0.95397
2457142,"2015/04/29","Wed",0.89503,0.64592,118.83,3.8561,0.93588
2457143,"2015/04/30","Thu",0.89591,0.65247,119.87,3.8657,0.94121
2457144,"2015/05/01","Fri",0.89332,0.66067,120.24,3.8878,0.93418
2457147,"2015/05/04","Mon",0.89724,0.66159,120.27,3.8880,0.93572
2457148,"2015/05/05","Tue",0.89497,0.65897,119.92,3.8764,0.92651
2457149,"2015/05/06","Wed",0.88139,0.65598,119.37,3.8602,0.91518
2457150,"2015/05/07","Thu",0.88632,0.65691,119.71,3.8696,0.91983
2457151,"2015/05/08","Fri",0.88974,0.64714,119.80,3.8620,0.92771
2457154,"2015/05/11","Mon",0.89753,0.64132,120.09,3.8649,0.93453
2457155,"2015/05/12","Tue",0.88984,0.63764,119.75,3.8568,0.92693
2457156,"2015/05/13","Wed",0.87933,0.63502,119.03,3.8305,0.91628
2457157,"2015/05/14","Thu",0.87970,0.63426,119.20,3.8276,0.91472
2457158,"2015/05/15","Fri",0.87505,0.63404,119.38,3.8067,0.91792
2457162,"2015/05/19","Tue",0.89688,0.64428,120.54,3.8679,0.93693
2457163,"2015/05/20","Wed",0.90259,0.64341,121.27,3.8744,0.93953
2457164,"2015/05/21","Thu",0.89878,0.63813,121.04,3.8709,0.93480
2457165,"2015/05/22","Fri",0.90639,0.64585,121.42,3.8911,0.94298
2457168,"2015/05/25","Mon",0.91148,0.64666,121.46,3.8704,0.94450
2457169,"2015/05/26","Tue",0.91945,0.64949,123.07,3.8820,0.95052
2457170,"2015/05/27","Wed",0.91862,0.65267,123.74,3.8810,0.95088
2457171,"2015/05/28","Thu",0.91635,0.65403,124.15,3.8688,0.94616
2457172,"2015/05/29","Fri",0.90952,0.65433,124.03,3.8687,0.94061
2457175,"2015/06/01","Mon",0.91639,0.65848,124.63,3.8759,0.94688
2457176,"2015/06/02","Tue",0.89859,0.65233,124.23,3.8521,0.93448
2457177,"2015/06/03","Wed",0.88626,0.65154,124.11,3.8454,0.93377
2457178,"2015/06/04","Thu",0.88728,0.65079,124.52,3.8320,0.93433
2457179,"2015/06/05","Fri",0.90024,0.65497,125.59,3.8666,0.94363
2457182,"2015/06/08","Mon",0.89038,0.65447,125.09,3.8415,0.93342
2457183,"2015/06/09","Tue",0.88643,0.65011,124.16,3.8228,0.92973
2457184,"2015/06/10","Wed",0.88443,0.64397,122.72,3.8191,0.92939
2457185,"2015/06/11","Thu",0.88993,0.64549,123.63,3.8218,0.93643
2457186,"2015/06/12","Fri",0.88671,0.64160,123.25,3.8414,0.92623
2457189,"2015/06/15","Mon",0.88763,0.64222,123.39,3.8366,0.93519
2457190,"2015/06/16","Tue",0.88993,0.63956,123.40,3.8375,0.93268
2457191,"2015/06/17","Wed",0.89046,0.63673,124.25,3.8355,0.92779
2457192,"2015/06/18","Thu",0.87696,0.62969,122.86,3.8153,0.91977
2457193,"2015/06/19","Fri",0.88224,0.62982,122.67,3.8264,0.92074
2457196,"2015/06/22","Mon",0.87872,0.63200,123.27,3.7774,0.91887
2457197,"2015/06/23","Tue",0.89378,0.63495,123.72,3.7686,0.93386
2457198,"2015/06/24","Wed",0.89465,0.63775,124.24,3.7519,0.93620
2457199,"2015/06/25","Thu",0.89335,0.63592,123.64,3.7758,0.93772
2457200,"2015/06/26","Fri",0.89649,0.63539,123.92,3.7958,0.93523
2457203,"2015/06/29","Mon",0.89446,0.63442,122.47,3.7773,0.92833
2457204,"2015/06/30","Tue",0.89670,0.63597,122.17,3.7743,0.93487
2457206,"2015/07/02","Thu",0.90169,0.64050,123.20,3.7702,0.94382
2457207,"2015/07/03","Fri",0.90121,0.64213,122.64,3.7626,0.94137
2457210,"2015/07/06","Mon",0.90295,0.64023,122.58,3.7667,0.94337
2457211,"2015/07/07","Tue",0.91313,0.64732,122.15,3.7951,0.94820
2457212,"2015/07/08","Wed",0.90317,0.65138,120.59,3.7852,0.94587
2457213,"2015/07/09","Thu",0.90714,0.65043,121.23,3.7884,0.94957
2457214,"2015/07/10","Fri",0.89688,0.64510,122.73,3.7618,0.94122
2457217,"2015/07/13","Mon",0.90749,0.64445,123.30,3.7724,0.94927
2457218,"2015/07/14","Tue",0.90785,0.64170,123.41,3.7683,0.94647
2457219,"2015/07/15","Wed",0.91208,0.64019,123.92,3.7783,0.95237
2457220,"2015/07/16","Thu",0.91766,0.64105,124.06,3.7944,0.95639
2457221,"2015/07/17","Fri",0.92184,0.64007,124.03,3.8162,0.96104
2457224,"2015/07/20","Mon",0.92169,0.64159,124.23,3.8284,0.96320
2457225,"2015/07/21","Tue",0.91520,0.64310,123.91,3.8054,0.95908
2457226,"2015/07/22","Wed",0.91881,0.64041,124.06,3.8222,0.96147
2457227,"2015/07/23","Thu",0.91119,0.64381,123.86,3.8245,0.95830
2457228,"2015/07/24","Fri",0.91112,0.64462,123.79,3.8210,0.96213
2457231,"2015/07/27","Mon",0.89990,0.64128,123.19,3.7729,0.95979
2457232,"2015/07/28","Tue",0.90460,0.64039,123.53,3.7786,0.96400
2457233,"2015/07/29","Wed",0.90713,0.64010,123.85,3.7765,0.96324
2457234,"2015/07/30","Thu",0.91623,0.64180,124.41,3.7811,0.96970
2457235,"2015/07/31","Fri",0.90680,0.63968,123.90,3.7675,0.96373
2457239,"2015/08/04","Tue",0.91298,0.64059,124.05,3.7890,0.97302
2457240,"2015/08/05","Wed",0.92015,0.64085,124.84,3.8156,0.98110
2457241,"2015/08/06","Thu",0.91569,0.64436,124.55,3.8100,0.98098
2457242,"2015/08/07","Fri",0.91277,0.64666,124.26,3.8068,0.98248
2457245,"2015/08/10","Mon",0.90957,0.64331,124.58,3.8053,0.98447
2457246,"2015/08/11","Tue",0.90576,0.64221,124.86,3.8154,0.98694
2457247,"2015/08/12","Wed",0.89309,0.63944,123.91,3.8089,0.96922
2457248,"2015/08/13","Thu",0.89729,0.64120,124.32,3.7951,0.97612
2457249,"2015/08/14","Fri",0.90019,0.64007,124.32,3.7809,0.97816
2457252,"2015/08/17","Mon",0.90289,0.64121,124.32,3.8244,0.97723
2457253,"2015/08/18","Tue",0.90697,0.63871,124.39,3.8507,0.97647
2457254,"2015/08/19","Wed",0.90413,0.63926,124.08,3.8686,0.97037
2457255,"2015/08/20","Thu",0.89295,0.63749,123.51,3.8710,0.96219
2457256,"2015/08/21","Fri",0.88059,0.63710,122.09,3.8696,0.94877
2457259,"2015/08/24","Mon",0.86371,0.63573,118.72,3.8443,0.93504
2457260,"2015/08/25","Tue",0.87641,0.63706,119.89,3.8617,0.94877
2457261,"2015/08/26","Wed",0.87809,0.64553,119.10,3.9242,0.94778
2457262,"2015/08/27","Thu",0.89001,0.64898,120.96,3.9149,0.96328
2457263,"2015/08/28","Fri",0.89516,0.65098,121.29,3.9339,0.96215
2457266,"2015/08/31","Mon",0.89339,0.65096,121.31,3.9342,0.96773
2457267,"2015/09/01","Tue",0.88783,0.65188,119.92,3.9270,0.96218
2457268,"2015/09/02","Wed",0.88965,0.65320,120.03,3.9300,0.96920
2457269,"2015/09/03","Thu",0.90071,0.65569,120.21,3.9318,0.97669
2457270,"2015/09/04","Fri",0.89956,0.65816,119.04,3.9316,0.97545
2457274,"2015/09/08","Tue",0.89439,0.65019,119.74,3.9050,0.97799
2457275,"2015/09/09","Wed",0.89569,0.65093,120.98,3.8925,0.97738
2457276,"2015/09/10","Thu",0.88790,0.64694,120.72,3.8857,0.97342
2457277,"2015/09/11","Fri",0.88213,0.64824,120.69,3.8649,0.97367
2457280,"2015/09/14","Mon",0.88449,0.64842,119.87,3.8858,0.96847
2457281,"2015/09/15","Tue",0.88817,0.65142,120.35,3.8838,0.97558
2457282,"2015/09/16","Wed",0.88473,0.64525,120.57,3.8668,0.96890
2457283,"2015/09/17","Thu",0.88408,0.64482,120.86,3.8862,0.97063
2457284,"2015/09/18","Fri",0.88046,0.64223,119.84,3.9035,0.96160
2457287,"2015/09/21","Mon",0.89256,0.64496,120.45,3.9352,0.97041
2457288,"2015/09/22","Tue",0.89838,0.65120,120.05,3.9471,0.97360
2457289,"2015/09/23","Wed",0.89603,0.65607,120.06,3.9522,0.97811
2457290,"2015/09/24","Thu",0.88870,0.65565,119.53,3.9256,0.97303
2457291,"2015/09/25","Fri",0.89364,0.65916,120.70,3.9376,0.97612
2457294,"2015/09/28","Mon",0.89014,0.65759,119.83,3.9332,0.97369
2457295,"2015/09/29","Tue",0.88934,0.65934,119.76,3.9323,0.97132
2457296,"2015/09/30","Wed",0.89586,0.66163,119.80,3.9210,0.97738
2457297,"2015/10/01","Thu",0.89286,0.65956,119.62,3.9341,0.97468
2457298,"2015/10/02","Fri",0.88691,0.65725,119.37,3.9234,0.96841
2457301,"2015/10/05","Mon",0.89299,0.65943,120.38,3.8759,0.97482
2457302,"2015/10/06","Tue",0.88768,0.65677,120.22,3.8559,0.96769
2457303,"2015/10/07","Wed",0.88910,0.65304,119.93,3.8488,0.97197
2457304,"2015/10/08","Thu",0.88624,0.65296,119.98,3.8641,0.96709
2457305,"2015/10/09","Fri",0.88002,0.65301,120.32,3.8268,0.96153
2457309,"2015/10/13","Tue",0.87868,0.65616,119.80,3.8660,0.95901
2457310,"2015/10/14","Wed",0.87444,0.64751,119.21,3.8488,0.95211
2457311,"2015/10/15","Thu",0.87592,0.64623,118.28,3.8223,0.94910
2457312,"2015/10/16","Fri",0.88033,0.64765,119.64,3.8331,0.95390
2457315,"2015/10/19","Mon",0.88362,0.64641,119.47,3.8570,0.95630
2457316,"2015/10/20","Tue",0.88037,0.64647,119.80,3.8544,0.95397
2457317,"2015/10/21","Wed",0.88151,0.64675,119.89,3.8679,0.95723
2457318,"2015/10/22","Thu",0.89761,0.64940,120.52,3.8733,0.97114
2457319,"2015/10/23","Fri",0.90766,0.65192,121.18,3.8947,0.97701
2457322,"2015/10/26","Mon",0.90498,0.65104,120.83,3.8789,0.98139
2457323,"2015/10/27","Tue",0.90487,0.65310,120.26,3.8592,0.98483
2457324,"2015/10/28","Wed",0.90389,0.65277,120.62,3.8659,0.98502
2457325,"2015/10/29","Thu",0.91243,0.65389,121.16,3.8724,0.99187
2457326,"2015/10/30","Fri",0.90565,0.64758,120.69,3.8673,0.98598
2457329,"2015/11/02","Mon",0.90711,0.64824,120.69,3.8731,0.98548
2457330,"2015/11/03","Tue",0.91363,0.64923,121.24,3.8695,0.99205
2457331,"2015/11/04","Wed",0.92088,0.65030,121.55,3.8855,0.99343
2457332,"2015/11/05","Thu",0.92006,0.65648,121.69,3.8829,0.99652
2457333,"2015/11/06","Fri",0.93069,0.66361,123.22,3.9245,1.00491
2457336,"2015/11/09","Mon",0.92878,0.66130,123.03,3.9206,1.00151
2457337,"2015/11/10","Tue",0.93584,0.66189,123.22,3.9135,1.00798
2457339,"2015/11/12","Thu",0.92874,0.65769,122.87,3.8807,1.00143
2457340,"2015/11/13","Fri",0.93276,0.65759,122.88,3.8857,1.00855
2457343,"2015/11/16","Mon",0.93397,0.65775,123.07,3.8987,1.00770
2457344,"2015/11/17","Tue",0.94036,0.65733,123.48,3.9085,1.01710
2457345,"2015/11/18","Wed",0.94002,0.65756,123.52,3.9032,1.01994
2457346,"2015/11/19","Thu",0.93056,0.65249,122.73,3.8826,1.01375
2457347,"2015/11/20","Fri",0.93817,0.65795,122.82,3.8875,1.01786
2457350,"2015/11/23","Mon",0.94329,0.66117,122.99,3.8795,1.02063
2457351,"2015/11/24","Tue",0.93877,0.66417,122.43,3.8630,1.01611
2457352,"2015/11/25","Wed",0.94200,0.66201,122.70,3.8778,1.02221
2457353,"2015/11/26","Thu",0.94279,0.66153,122.58,3.8821,1.02473
2457354,"2015/11/27","Fri",0.94384,0.66497,122.79,3.8837,1.03063
2457357,"2015/11/30","Mon",0.94688,0.66476,123.23,3.8714,1.02838
2457358,"2015/12/01","Tue",0.94182,0.66343,122.90,3.8714,1.03028
2457359,"2015/12/02","Wed",0.94577,0.66998,123.47,3.8860,1.02761
2457360,"2015/12/03","Thu",0.91740,0.66281,123.11,3.8488,0.99978
2457361,"2015/12/04","Fri",0.91881,0.66229,123.07,3.8153,0.99858
2457364,"2015/12/07","Mon",0.92249,0.66339,123.36,3.8738,1.00230
2457365,"2015/12/08","Tue",0.91956,0.66672,123.01,3.8815,0.99408
2457366,"2015/12/09","Wed",0.91052,0.65937,121.82,3.8655,0.98672
2457367,"2015/12/10","Thu",0.91348,0.65903,121.42,3.8612,0.98887
2457368,"2015/12/11","Fri",0.90901,0.65739,120.99,3.8483,0.98292
2457371,"2015/12/14","Mon",0.90713,0.66097,120.57,3.8587,0.98219
2457372,"2015/12/15","Tue",0.91667,0.66473,121.70,3.8725,0.99219
2457373,"2015/12/16","Wed",0.91436,0.66614,121.84,3.8844,0.98523
2457374,"2015/12/17","Thu",0.92553,0.67228,122.76,3.8935,0.99886
2457375,"2015/12/18","Fri",0.92202,0.67066,121.24,3.8962,0.99420
2457378,"2015/12/21","Mon",0.91582,0.67089,121.02,3.8937,0.99129
2457379,"2015/12/22","Tue",0.91105,0.67518,120.91,3.8930,0.98640
2457380,"2015/12/23","Wed",0.91959,0.67285,120.94,3.8911,0.99398
2457381,"2015/12/24","Thu",0.91296,0.66926,120.29,3.8847,0.98759
2457386,"2015/12/29","Tue",0.91606,0.67597,120.43,3.9003,0.99283
2457387,"2015/12/30","Wed",0.91644,0.67427,120.63,3.9033,0.98931
2457388,"2015/12/31","Thu",0.92089,0.67820,120.24,3.8986,1.00254
2457392,"2016/01/04","Mon",0.92565,0.68098,119.29,3.9239,1.00431
2457393,"2016/01/05","Tue",0.93094,0.68212,118.99,3.9306,1.00974
2457394,"2016/01/06","Wed",0.92927,0.68366,118.55,3.9440,1.00859
2457395,"2016/01/07","Thu",0.92083,0.68597,117.96,3.9277,1.00228
2457396,"2016/01/08","Fri",0.91872,0.68871,117.73,3.9308,0.99739
2457399,"2016/01/11","Mon",0.91936,0.68673,117.49,3.9382,1.00007
2457400,"2016/01/12","Tue",0.92289,0.69438,117.82,3.9358,1.00309
2457401,"2016/01/13","Wed",0.92065,0.69117,118.03,3.9334,1.00648
2457402,"2016/01/14","Thu",0.92064,0.69405,118.00,3.9465,1.00722
2457403,"2016/01/15","Fri",0.91210,0.69987,116.78,3.9651,0.99863
2457406,"2016/01/18","Mon",0.91869,0.70086,117.37,3.9539,1.00582
2457407,"2016/01/19","Tue",0.91704,0.70569,117.71,3.9721,1.00332
2457408,"2016/01/20","Wed",0.91686,0.70591,116.43,3.9741,1.00337
2457409,"2016/01/21","Thu",0.92313,0.70440,117.61,3.9729,1.01122
2457410,"2016/01/22","Fri",0.92484,0.69902,118.42,3.9862,1.01506
2457413,"2016/01/25","Mon",0.92330,0.70203,118.57,3.9677,1.01488
2457414,"2016/01/26","Tue",0.92210,0.69731,118.47,3.9667,1.01899
2457415,"2016/01/27","Wed",0.92019,0.70120,118.91,3.9692,1.01783
2457416,"2016/01/28","Thu",0.91300,0.69692,118.66,3.9509,1.01347
2457417,"2016/01/29","Fri",0.92322,0.70506,121.07,3.9595,1.02266
2457420,"2016/02/01","Mon",0.91843,0.69609,121.05,3.9543,1.02032
2457421,"2016/02/02","Tue",0.91675,0.69453,120.31,3.9639,1.01850
2457422,"2016/02/03","Wed",0.90473,0.68609,117.94,3.9481,1.00749
2457423,"2016/02/04","Thu",0.89298,0.68599,116.72,3.9005,0.99305
2457424,"2016/02/05","Fri",0.89847,0.69124,117.00,3.8760,0.99427
2457427,"2016/02/08","Mon",0.89536,0.69366,115.72,3.8951,0.98871
2457428,"2016/02/09","Tue",0.88363,0.69024,114.88,3.8668,0.97132
2457429,"2016/02/10","Wed",0.89104,0.69101,114.02,3.8886,0.97788
2457430,"2016/02/11","Thu",0.88014,0.69214,111.71,3.8976,0.97066
2457431,"2016/02/12","Fri",0.89017,0.69168,112.94,3.8873,0.97698
2457435,"2016/02/16","Tue",0.89773,0.69982,113.89,3.9064,0.98852
2457436,"2016/02/17","Wed",0.89767,0.69848,114.13,3.8986,0.99282
2457437,"2016/02/18","Thu",0.90157,0.69777,113.68,3.9136,0.99420
2457438,"2016/02/19","Fri",0.89880,0.69727,112.48,3.9130,0.98967
2457441,"2016/02/22","Mon",0.90767,0.70640,113.10,3.9089,0.99898
2457442,"2016/02/23","Tue",0.90785,0.71229,112.22,3.9104,0.99223
2457443,"2016/02/24","Wed",0.90733,0.71777,111.38,3.9175,0.98617
2457444,"2016/02/25","Thu",0.90694,0.71768,112.66,3.9076,0.98950
2457445,"2016/02/26","Fri",0.91484,0.72120,113.74,3.9119,0.99706
2457448,"2016/02/29","Mon",0.92018,0.71820,112.88,3.9050,0.99617
2457449,"2016/03/01","Tue",0.92189,0.71703,113.91,3.8895,0.99940
2457450,"2016/03/02","Wed",0.92215,0.71143,113.85,3.8902,0.99829
2457451,"2016/03/03","Thu",0.91353,0.70667,113.52,3.8883,0.99208
2457452,"2016/03/04","Fri",0.90833,0.70302,113.89,3.9111,0.99263
2457455,"2016/03/07","Mon",0.90879,0.70160,113.59,3.9121,0.99723
2457456,"2016/03/08","Tue",0.90693,0.70306,112.61,3.9035,0.99443
2457457,"2016/03/09","Wed",0.90738,0.70255,113.03,3.8952,0.99594
2457458,"2016/03/10","Thu",0.89619,0.69932,113.14,3.8841,0.98606
2457459,"2016/03/11","Fri",0.89460,0.69330,113.63,3.8754,0.98172
2457462,"2016/03/14","Mon",0.90043,0.69823,113.62,3.8868,0.98598
2457463,"2016/03/15","Tue",0.89990,0.70593,112.83,3.8970,0.98518
2457464,"2016/03/16","Wed",0.90296,0.70924,113.72,3.8956,0.98802
2457465,"2016/03/17","Thu",0.88369,0.69016,111.26,3.8551,0.96802
2457466,"2016/03/18","Fri",0.88560,0.68896,111.43,3.8534,0.96816
2457469,"2016/03/21","Mon",0.88808,0.69438,111.61,3.8506,0.96772
2457470,"2016/03/22","Tue",0.89073,0.70341,111.83,3.8430,0.97048
2457471,"2016/03/23","Wed",0.89488,0.70870,112.65,3.8381,0.97331
2457472,"2016/03/24","Thu",0.89583,0.70708,112.64,3.8317,0.97674
2457476,"2016/03/28","Mon",0.89220,0.70184,113.26,3.8303,0.97349
2457477,"2016/03/29","Tue",0.89264,0.70028,113.30,3.8227,0.97451
2457478,"2016/03/30","Wed",0.88261,0.69498,112.62,3.7845,0.96393
2457479,"2016/03/31","Thu",0.87790,0.69542,112.40,3.7575,0.95833
2457480,"2016/04/01","Fri",0.87835,0.70406,112.09,3.7774,0.95927
2457483,"2016/04/04","Mon",0.87826,0.70045,111.23,3.7829,0.96001
2457484,"2016/04/05","Tue",0.87882,0.70674,110.12,3.8163,0.95684
2457485,"2016/04/06","Wed",0.87507,0.70614,109.61,3.7937,0.95404
2457486,"2016/04/07","Thu",0.87829,0.71009,107.98,3.7879,0.95502
2457487,"2016/04/08","Fri",0.87680,0.70906,108.38,3.7776,0.95397
2457490,"2016/04/11","Mon",0.87641,0.70233,107.97,3.7636,0.95412
2457491,"2016/04/12","Tue",0.87761,0.70208,108.56,3.7666,0.95465
2457492,"2016/04/13","Wed",0.88655,0.70313,109.24,3.7768,0.96529
2457493,"2016/04/14","Thu",0.88787,0.70683,109.15,3.7831,0.96678
2457494,"2016/04/15","Fri",0.88548,0.70343,108.78,3.7740,0.96720
2457497,"2016/04/18","Mon",0.88324,0.70054,108.88,3.7769,0.96368
2457498,"2016/04/19","Tue",0.87907,0.69470,109.20,3.7622,0.95988
2457499,"2016/04/20","Wed",0.88276,0.69574,109.51,3.7614,0.96722
2457500,"2016/04/21","Thu",0.88497,0.69751,109.38,3.7648,0.97231
2457501,"2016/04/22","Fri",0.88978,0.69511,111.47,3.7675,0.97748
2457504,"2016/04/25","Mon",0.88708,0.69007,111.03,3.7615,0.97433
2457505,"2016/04/26","Tue",0.88352,0.68443,111.23,3.7586,0.97135
2457506,"2016/04/27","Wed",0.88326,0.68713,111.22,3.7537,0.97110
2457507,"2016/04/28","Thu",0.88307,0.68576,108.51,3.7613,0.96872
2457508,"2016/04/29","Fri",0.87413,0.68380,106.89,3.7370,0.95999
2457511,"2016/05/02","Mon",0.86837,0.68196,106.52,3.7535,0.95582
